batch_uuid,provider_name,recipient_bank_name,amount,transaction_status,last_update
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.079132+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.066987+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.054868+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.07982+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.092041+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.041094+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.028214+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.830199+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.818011+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.805732+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.793477+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.781415+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.768758+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.75647+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.744198+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.731741+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.014158+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:56.001113+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.98883+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.976575+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.964498+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.952222+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.940098+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.927893+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.915566+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.903586+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.891287+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.879117+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.163179+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.150894+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.86678+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.854574+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.70763+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.694998+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.670329+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.657798+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.645391+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.633029+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.621035+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.608949+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.596694+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.58496+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.573263+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.561443+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.549416+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.525558+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.513524+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.500933+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.488594+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.476246+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.464162+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.452086+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.440076+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.138606+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.116837+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.199916+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.427888+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.39451+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.382027+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.35768+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.344961+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.332731+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.320948+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.309043+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.297162+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.285021+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.272854+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.260878+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.248719+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.236363+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.212169+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.200126+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.188122+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.176293+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.16435+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.152589+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.140755+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.18789+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.175685+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.249036+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.224484+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.212006+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.285546+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.12873+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.116806+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.092189+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.067623+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.055324+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.042908+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.02996+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:55.011595+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.999538+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.987389+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.974818+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.96246+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.949801+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.925124+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.937354+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.900448+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.273242+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.261278+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.335154+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.322715+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.310103+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.297848+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.888175+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.876018+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.863813+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.851708+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.839083+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.827021+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.814843+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.802655+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.777097+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.752676+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.740571+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.728283+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.716269+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.704589+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.692424+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.679944+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.667676+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.655354+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.642313+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.629992+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.617621+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.604966+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.372668+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.359768+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.347479+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.38512+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.5676+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.555172+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.580221+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.542732+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.530449+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.517841+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.505063+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.480053+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.46773+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.442894+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.430566+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.417798+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.397973+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.372919+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.360467+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.38523+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.347723+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.334024+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.320058+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:30.409641+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.308187+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.272196+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.259812+00
6YQLVPE8VEfMcfT9udJPqEXQLO5pgOYFN2sKguM,GHIPSS Instant Payment,Standard Chartered Bank,1.00,REJECTED,2019-07-26 09:11:54.296166+00
