batch_uuid,provider_name,recipient_bank_name,amount,transaction_status,last_update
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.911117+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.925022+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.952154+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.965513+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.978927+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:08.99208+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.005649+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.018986+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.033025+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.046786+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.060946+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.074705+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.088598+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.101876+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.115804+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.138958+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.152071+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.165449+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.179512+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.192743+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.205993+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.219763+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.233465+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.247085+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.261305+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.274576+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.287995+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.301381+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.314772+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.328131+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.341261+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.354643+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.368425+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.382265+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.395836+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.40981+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.422845+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.434866+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.447194+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.459677+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.471549+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.483554+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.507847+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.531554+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.549039+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.563009+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.57669+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.589968+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.603968+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.617553+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.631692+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.64567+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.659213+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.673241+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.686839+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.700674+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.716791+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.73094+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.744937+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.758311+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.771691+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.785133+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.799036+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.81247+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.826357+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.840319+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.863672+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.876757+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.890078+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.903873+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.916966+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.930923+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.944169+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.957841+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.970996+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.984396+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:09.997823+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.011339+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.024696+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.03791+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.051559+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.064673+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.078388+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.091406+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.105811+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.119203+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.132647+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.146074+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.160159+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.173954+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.187934+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.2018+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.214812+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.228194+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.24181+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.267804+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.280763+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.293944+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.307+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.320308+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.334276+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.34777+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.361117+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.374591+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.388156+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.401925+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.41551+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.428728+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.442008+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.455559+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.468579+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.481702+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.495247+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.509612+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.523281+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.536986+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.550796+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.563794+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.576862+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.590776+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.604049+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.617271+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.630825+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.644039+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.657491+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.671069+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.684703+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.698321+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.712682+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.729722+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.743616+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.757246+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.770895+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.78445+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.797717+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.811398+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.825008+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.838638+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.861633+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.875905+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.889331+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.902294+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.915698+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.930107+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.944062+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.957822+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.971633+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.985466+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:10.998577+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.011707+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.025311+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.039643+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.053287+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.066925+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.080242+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.09398+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.107161+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.120734+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.13412+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.148985+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.162701+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.176572+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.189679+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.203152+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.21655+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.229894+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.24308+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.256488+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.269494+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.282951+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.296826+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.310638+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.324165+00
GVHybSsd8m8ODZVW4GLUpDaIlCN95zcbqh3q2A,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:14:11.337862+00
